tic,gvkey,datadate,assets,revenue,net_income,operating_income,cash,debt_total,equity,rd,mktcap,cogs,intangibles,current_assets,current_liabilities,long_term_debt,roa,roe,op_margin,net_margin,cash_to_assets,debt_to_assets,debt_to_equity,current_ratio,rd_to_sales,log_assets,log_mktcap,mkt_to_book,p_to_s,p_to_e,gross_margin,asset_turnover,intangibles_to_assets,cash_ratio,long_term_debt_ratio
ALGM,37309,2024-12-31,1441.74,177.872,-6.86,2.799,148.962,398.103,933.045,43.317,4023.17998,80.542,463.654,495.627,100.912,391.324,-0.004758139470362201,-0.007352271326677706,0.015736034901502202,-0.038567059458487,0.10332098714053851,0.2761267634941113,0.42667073935340744,4.911477326779768,0.24352905460106142,7.273605996456208,8.299827908706977,4.311882042130873,22.61839963569308,-586.46938483965,0.5471912386435189,0.12337314633706495,0.3215933524768682,1.4761574441097192,0.27142480613702885
GRND,37428,2024-12-31,479.09,97.621,-123.852,20.4,59.152,293.913,-131.57,10.506,3161.1409599999997,24.045,354.325,116.984,67.809,276.543,-0.2585151015466823,0.9413392110663525,0.20897143032749102,-1.2687024308294323,0.1234674069590265,0.6134818092633952,-2.233890704567911,1.725198719933932,0.10762028661865788,6.17188847120203,8.058688304704432,-24.02630508474576,32.381771954804805,-25.523535833091106,0.7536902920478176,0.20376338475025568,0.7395792022375755,0.8723325812207819,0.5772255734830617
RBLX,37453,2024-12-31,7175.003,988.183,-219.573,-207.99045730000003,2409.545,1805.279,221.446,355.034,38559.003339999996,670.862,175.841,3728.03,3663.208,1676.422,-0.03060249591533272,-0.9915419560524914,-0.2104776719494264,-0.22219872230143609,0.3358249466934021,0.25160672406687495,8.152231243734365,1.0176954188787533,0.35927960711730517,8.8783584587462,10.559944901398742,174.12372921615201,39.02010390787941,-175.6090381786467,0.3211156233207817,0.13772579607283789,0.0245074461989772,0.6577690920089714,0.23364756781286364
PUBM,37510,2024-12-31,739.519,85.502,13.899,14.802,140.587,45.864,277.263,7.831,706.6036899999999,13.514,33.861,575.546,418.81,39.882,0.018794648954252695,0.050129299618052174,0.17311875745596594,0.16255760099178967,0.19010600133329905,0.06201869052722107,0.1654169506930243,1.3742413027387121,0.0915885008537812,6.605999974856629,6.560469957102182,2.5484961570782976,8.264177329185282,50.83845528455284,0.8419452176557274,0.11561839520012332,0.045787870223753545,0.33568205152694536,0.053929648866357725
CXAI,37526,2024-12-31,31.803,1.661,-3.336,-2.819,4.88,5.588,15.592,1.498,34.98222,0.2657411999999999,24.141,9.801646599999996,11.576,4.635,-0.1048957645505141,-0.21395587480759362,-1.6971703792895845,-2.00842865743528,0.15344464358708299,0.17570669433701222,0.3583889173935351,0.8467213718037315,0.9018663455749548,3.4595606249590705,3.554839932413698,2.2436005643919956,21.060939193257074,-10.486276978417266,0.8400113184828417,0.0522277772537182,0.7590793321384774,0.4215618521078092,0.14574096783322327
SKLZ,37562,2024-12-31,374.268,17.771,-24.997,-24.231,280.923,137.0,173.036,3.109,84.001,2.757,0.0,303.155,65.907,134.992,-0.06678903887054197,-0.14446126817540858,-1.3635135895560182,-1.4066175229306173,0.7505931578441117,0.36604785875362045,0.7917427587322869,4.59973902620359,0.17494794890552023,5.924972118335537,4.430828703534357,0.48545389398737837,4.726858364751561,-3.360443253190383,0.8448596027235383,0.04748201823292401,0.0,4.262415221448405,0.3606827193348082
PRCH,37593,2024-12-31,813.968,100.361,30.474,21.796,220.881,406.176,-43.225,0.0,589.4159999999999,7.071,260.653,365.127,414.156,405.2,0.03743881823364063,-0.7050086755349914,0.21717599465927998,0.30364384571696174,0.2713632476952411,0.49900733198356695,-9.396784268363215,0.8816170718280069,0.0,6.70192105319049,6.379132216185566,-13.635997686524,5.872958619384023,19.341602677692457,0.9295443449148574,0.12329845890747548,0.3202251194150139,0.5333280213252977,0.4978082676468854
S,37596,2024-10-31,2367.02,210.648,-78.364,-89.12,726.139,20.095,1639.523,70.453,8255.740059999998,44.798,743.365,990.991,607.483,14.975,-0.03310660661929346,-0.04779682871176556,-0.4230754623827428,-0.37201397592191715,0.30677349578795277,0.008489577612356464,0.012256613661412495,1.6313065550805539,0.33445843302571115,7.76938705899244,9.01866400224506,5.035452421222513,39.19211224412289,-105.35118243070795,0.7873324218601648,0.088992910917525,0.31405100083649484,1.1953239843748715,0.006326520265988458
LUXE,37605,2024-12-31,741.118,214.717,-2.972,7.396,14.325,91.055,429.381,0.0,605.3886,104.214,160.684,478.083,268.57,40.165,-0.004010157626720711,-0.006921591779794635,0.03444533967967138,-0.013841475057866866,0.019328905788282027,0.12286167654813404,0.21206108328035012,1.780105745243326,0.0,6.608159856882573,6.405870565885049,1.4099100798591462,2.819472142401393,-203.69737550471064,0.5146448581155662,0.28972039540262146,0.2168129771507371,0.05333804967047697,0.054195148410914315
SHLS,37646,2024-12-31,793.08,106.987,7.818,19.275,23.511,143.866,556.8,0.0,922.1938600000001,65.69,111.024,188.352,80.912,142.985,0.009857769707973973,0.014040948275862069,0.18016207576621457,0.07307429874657669,0.029645180814041456,0.18140162404801535,0.2583800287356322,2.327862368993474,0.0,6.675924099270362,6.826755461758682,1.6562389727011497,8.619681456625573,117.95777180864673,0.38600016824474,0.13490064054067685,0.13999092147072173,0.29057494561993275,0.18029076511827308
MSGM,37674,2024-12-31,27.381382199999997,1.973,-2.861,-1.161,4.5727761000000005,0.4110346,0.496,0.597,13.174746268,0.2657411999999999,3.365,9.801646599999996,5.023194,0.15507459999999998,-0.1044870554416351,-5.768145161290323,-0.5884439939178915,-1.4500760263558035,0.16700311425476544,0.015011462788755788,0.8286987903225808,1.9512777328528415,0.3025848960973137,3.3098633006898495,2.5783018356461516,26.561988443548387,6.677519649265078,-4.604944518699755,0.8653110998479473,0.07205626018397275,0.12289372302030832,0.9103323702011111,0.005663505182729599
TIXT,37775,2024-12-31,4521.0,691.0,-54.0,18.0,174.0,1525.0,1945.0,0.0,1081.92,588.0,3305.0,707.0,745.0,1409.0,-0.011944260119442602,-0.027763496143958868,0.02604920405209841,-0.07814761215629522,0.038487060384870604,0.33731475337314754,0.7840616966580977,0.9489932885906041,0.0,8.416488487294606,6.986492519519521,0.5562570694087404,1.5657308248914616,-20.035555555555558,0.14905933429811866,0.1528422915284229,0.7310329573103296,0.23355704697986576,0.3116567131165671
ONTF,37787,2024-12-31,250.953,36.68,-8.872,-11.391,182.736,3.388,159.412,8.88,271.41044,8.266,0.66,228.33,88.199,1.016,-0.035353233473997124,-0.05565453039921712,-0.31055070883315156,-0.24187568157033806,0.7281682227349344,0.013500535956932173,0.021253105161468396,2.5888048617331263,0.24209378407851692,5.525265670602112,5.603632213867999,1.7025722028454569,7.399412213740458,-30.591798917944093,0.7746455834242094,0.14616282730232355,0.0026299745370647093,2.071860225172621,0.004048566863117795
DSP,37824,2024-12-31,440.804,90.054,1.747,5.903,205.048,26.008,53.839,7.062,310.82831999999996,44.162,22.238,362.489,145.451,21.278,0.003963212675021099,0.032448596742138604,0.06554955915339684,0.01939947142825416,0.4651681926661283,0.059001279480222504,0.4830698935715745,2.492172621707654,0.07841961489772803,6.088600332207696,5.739240734033465,5.773292966065491,3.451577053767739,177.9211906124785,0.5096053479023697,0.20429487935681165,0.0504487255106578,1.4097393623969585,0.048270886834057766
CGNT,37895,2024-10-31,504.058,89.0,-3.772,-2.151,107.268,243.167,198.74,27.192,467.28000000000003,23.991,126.195,293.85,225.389,30.816,-0.007483265814648314,-0.01897957129918486,-0.024168539325842696,-0.042382022471910114,0.21280884342674852,0.17274376936501826,0.2583800287356322,1.3037459680818497,0.30552808988764046,6.2226913408153255,6.146928649732054,2.351212639629667,5.250337078651686,-123.88123011664901,0.730438202247191,0.17656698237107635,0.25035809371143797,0.47592384721525893,0.0611358216713156
RUM,37953,2024-12-31,195.313,30.228,-236.753,-24.219,114.019,1.801,-63.115,5.724,3694.3456199999996,34.522,39.962,136.128,216.737,0.8,-1.2121722568390225,3.7511368137526735,-0.8012107979356887,-7.832241630276564,0.5837757855339891,0.009221096393993232,-0.028535213499168183,0.628079192754352,0.18936085748312823,5.274603399927444,8.214558718916322,-58.533559692624564,122.2160123064708,-15.604218827216549,-0.14205372502315722,0.1547669637965727,0.20460491621141452,0.5260707677969152,0.004095989514266844
RGTI,38060,2024-12-31,284.787,2.274,-152.961,-18.494,192.094,8.8,126.589,13.657,4326.9272200000005,19.017,0.0,206.758,11.867,6.641,-0.5371066797290608,-1.208327737797123,-8.132805628847844,-67.26517150395779,0.6745181486514483,0.030900286881072526,0.06951630868400889,17.422937557933764,6.005716798592788,5.651741532428591,8.372612920115783,34.18091003167732,1902.7824186455587,-28.287780676120057,-7.3627968337730865,0.007984915041768058,0.0,16.18724193140642,0.0233191824065003
SOUN,38087,2024-12-31,553.953,34.543,-258.599,-34.855,198.24,4.368,182.653,20.394,7809.65888,16.333,276.647,255.52,67.742,2.421,-0.46682480282623257,-1.4157938823890108,-1.0090322207104188,-7.486292447094925,0.3578642953463561,0.007885145490682423,0.023914197960066358,3.771958312420655,0.5903945806675737,6.317079845603249,8.963116564543101,42.756805965409825,226.0851367860348,-30.199880432638952,0.5271690356946415,0.06235727579776624,0.49940518419432695,2.926397212955035,0.004370406875673568
CPNG,38092,2024-12-31,15344.0,7965.0,156.0,179.0,6030.0,3725.0,4103.0,0.0,39585.98,5470.0,271.0,8994.0,7716.0,2758.0,0.010166840458811261,0.038020960272971,0.022473320778405526,0.019585687382297552,0.39298748696558916,0.24276590198123044,0.9078722885693395,1.1656298600311041,0.0,9.63847979712322,10.58623029415143,9.648057518888619,4.969991211550534,253.75628205128208,0.31324544883866917,0.5190954118873827,0.01766162669447341,0.78149300155521,0.17974452554744524
NXDR,38100,2024-12-31,513.953,65.228,-12.123,-17.097,426.979,40.745999999999995,453.488,33.621,906.8141400000001,10.463,1.468,466.692,27.944,32.251,-0.023587759970269656,-0.026732791165367108,-0.26211136321824985,-0.18585576746182622,0.8307744093331492,0.07927962284489048,0.08985022756941748,16.700973375322075,0.5154381553933894,6.242131821585586,6.809937511806903,1.9996430776558587,13.902222051879564,-74.80113338282604,0.8395934261360152,0.12691432874212233,0.0028562923068840926,15.279809619238478,0.06275087410716544
AUR,38107,2024-12-31,2138.0,0.6055518999999997,-193.0,-199.0,1224.0,121.0,1875.0,171.0,10917.9,0.2657411999999999,617.0,1254.0,105.0,105.0,-0.09027128157156221,-0.10293333333333334,-328.62583702569526,-318.71752033145316,0.5724976613657624,0.05659494855004677,0.06453333333333333,11.942857142857143,282.3870257858989,7.6676260915849905,9.298158923113093,5.82288,18029.66847267758,-56.56943005181347,0.5611586719486802,0.0002832328811973806,0.2885874649204864,11.657142857142857,0.04911131898971001
DOCN,38188,2024-12-31,1639.015,204.925,18.266,32.535,428.446,1696.23,-202.955,40.31,3142.44645,49.615,466.391,541.718,220.955,1616.895,0.011144498372498115,-0.09000024636003054,0.1587654019763328,0.08913504940832011,0.26140456310649995,1.034908161304198,-8.35766549235052,2.4517118870358217,0.19670611199219226,7.401850730623854,8.052756899746418,-15.483464068389543,15.334617299011832,172.03801872331107,0.7578870318409173,0.1250293621473873,0.2845556630049145,1.939064515399063,0.9865040893463451
APP,38212,2024-12-31,5869.259,999.487,599.204,628.339,741.411,3712.634,1089.818,105.863,110115.80085999999,132.753,2700.103,2312.19,1057.472,3675.484,0.10209193358139416,0.5498202452152561,0.6286615033512193,0.599511549424855,0.1263210568829898,0.6325558303015764,3.4066550561653415,2.1865259789384495,0.10591733559315929,8.677483669760125,11.609287826128467,101.04054150326017,110.17231925978027,183.77013648106487,0.8671788627565941,0.17029185455949378,0.4600415486861289,0.7011164361798704,0.6262262408252899
ALKT,38329,2024-12-31,437.277,89.656,-7.643,-8.626,115.734,18.452,357.03,25.349,3744.62452,34.151,177.071,181.377,45.57,17.109,-0.01747862338975066,-0.021407164664033834,-0.09621218881056481,-0.08524805924868385,0.2646697631021069,0.042197508672992184,0.05168193149035096,3.9801843317972354,0.28273623628089584,6.080566861563469,8.228076629242539,10.48826294709128,41.766580262336035,-489.94171398665446,0.6190885161060051,0.20503250799836262,0.4049401180487426,2.539697169190257,0.039126228912108346
NPWR,38336,2024-12-31,2294.115,0.6055518999999997,-34.32,-50.439,507.574,3.105,655.604,19.77,812.8884,0.2657411999999999,1601.19,513.03,17.906,2.235,-0.01496001726155838,-0.05234867389460711,-83.29426429014595,-56.67557149106462,0.22125046041719795,0.001353463100149731,0.004736090688891465,28.651290070367477,32.64790350752761,7.738102427208748,6.700593830752815,1.239907627165179,1342.3926173792872,-23.68555944055944,0.5611586719486802,0.0002639588250806955,0.6979554207177933,28.346587735954433,0.0009742318933444923
GRRR,38350,2024-12-31,153.796,33.944,-58.625,5.498,37.473,22.207,73.104,0.565,326.12748,24.327,2.932,126.671,75.311,4.952,-0.38118676688600484,-0.8019397023418692,0.16197266085316991,-1.7271093565873201,0.2436539311815652,0.144392571978465,0.3037727073757934,1.6819720890706535,0.016645062455809566,5.035627048930994,5.787288347874127,4.461144123440578,9.60780933301909,-5.562942089552239,0.28331958519915157,0.2207079507919582,0.019064214934068506,0.497576715220884,0.032198496709927436
TUYA,38368,2024-12-31,1103.78,82.059,9.785,-26.259,847.92,4.649,1007.448,23.705,1012.79453,86.19,8.825,903.016,94.337,0.851,0.008864991212016888,0.009712660107519198,-0.32000146236244653,0.11924347116099393,0.7681965609088768,0.004211890050553552,0.004614630234017041,9.572235708152686,0.2888775149587492,7.006495931616748,6.920468650506448,1.0053070034383909,12.342272389378374,103.50480633622892,-0.050341827221876946,0.07434361919947816,0.007995252677163927,8.988201872012041,0.00077098697204153
SEMR,38403,2024-12-31,390.943,102.642,3.345,2.393,243.244,12.271,256.604,21.305,1744.49484,15.838,88.194,276.184,114.088,7.602,0.008556234540585201,0.013035650262661534,0.023314042984353384,0.03258899865552114,0.6221981209536941,0.03138820748804813,0.047820766628735335,2.420797980506276,0.20756610354435806,5.968561769307271,7.46422030275487,6.798393010241462,16.99591629157655,521.5231210762332,0.8456966933613921,0.26254978347227087,0.2255929892593038,2.1320734871327396,0.01944528997833444
DV,38412,2024-12-31,1276.21,190.621,23.4,38.752,310.658,91.669,1083.459,37.54,3209.39549,34.316,537.977,559.051,103.482,78.109,0.01833554038912091,0.021597494690615886,0.20329344615755873,0.12275667423841023,0.2434223207779284,0.07182908768933012,0.08460772396555845,5.402398484760635,0.1969352799534154,7.151650027165966,8.073837877517185,2.9621753015111785,16.83652635333987,137.15365341880343,0.8199778618305433,0.1493649164322486,0.42154269281701284,3.002048665468391,0.06120387710486518
TDUP,38418,2024-12-31,171.225,67.267,-21.707,-8.169,47.866,58.84,56.301,31.3,161.42625999999998,6.735,10.746,56.922,61.524,50.64,-0.1267747116367353,-0.3855526544821584,-0.12144142001278489,-0.3226990946526529,0.27955029931376846,0.34364140750474526,1.0450968899309072,0.9251999219816657,0.4653098844901661,5.1429784810839685,5.08404844396449,2.8672005825829023,2.3997838464626042,-7.436599253696963,0.8998766111168924,0.39285735143816614,0.06275952693823916,0.7780053312528444,0.29575120455540954
SKYT,38465,2024-12-31,313.775,75.487,-0.679,2.984,18.844,76.75800000000001,57.614,4.215,658.3152,50.613,7.779,132.077,154.327,43.356,-0.002163970998326827,-0.011785329954524944,0.039529985295481344,-0.008994926278696995,0.0600557724484105,0.2446275197195443,1.3322803485264,0.8558256170339603,0.0558374289612781,5.74867616854651,6.489683843983964,11.426306106154755,8.72090823585518,-969.5363770250368,0.3295136910991296,0.24057684646641703,0.02479165006772369,0.12210436281402477,0.13817544418771413
HNST,38635,2024-12-31,247.393,99.837,-0.81,-1.029,75.435,21.738,174.307,1.714,756.4788,60.359,2.465,213.918,59.889,13.197,-0.0032741427607086704,-0.004646973443407323,-0.010306800084137143,-0.008113224556026323,0.3049197026593315,0.08786829053368526,0.12471099841084983,3.571908029855232,0.017167983813616193,5.51097816529779,6.628674509041949,4.33992209148227,7.577138736139908,-933.9244444444444,0.39542454200346566,0.40355628493934753,0.009963903586601075,1.2595802234133147,0.05334427409021274
GLBE,38645,2024-12-31,1263.482,262.912,1.509,5.182,474.44,24.857000000000003,893.433,28.284,9222.71343,141.508,426.778,723.208,348.441,20.51,0.0011943185577633871,0.0016889906685783936,0.019710017039922107,0.005739563047711782,0.37550198578214805,0.01967341046409842,0.027821895989962316,2.0755536805370207,0.10757972249269718,7.141626680585102,9.129424571518042,10.322781260598164,35.079088934700586,6111.804791252485,0.4617666747809152,0.20808527545307332,0.33777924814124777,1.361607847526554,0.01623291823706234
PATH,38646,2024-10-31,2663.291,354.653,-10.655,-40.324,1569.479,81.6,1731.845,96.976,6793.797599999999,59.589,89.864,2176.478,695.473,76.798,-0.004000689372659615,-0.006152398164962799,-0.11369987001378812,-0.030043450922450955,0.5893006059044993,0.030638784871799586,0.04711738059699338,3.129493165083332,0.27343910808593186,7.8873178550973,8.823765357284717,3.9228670002223054,19.156182522070864,-637.6159174096667,0.831979427778702,0.13316344327375415,0.0337417127906789,2.2567073056754183,0.02883575245814295
TASK,38647,2024-12-31,953.298,274.242,8.859,30.356,192.166,305.199,496.919,0.0,1523.3125600000003,169.846,389.316,435.352,152.025,274.303,0.009293001768597018,0.01782785524401361,0.11069055797434382,0.03230358588400026,0.2015801984269347,0.3201506769132003,0.6141825931389221,2.8636868936030258,0.0,6.859927551521878,7.328642558365671,3.0655148223352304,5.554628977326596,171.95084772547696,0.38067108612101724,0.2876770957245269,0.40838856265302137,1.264042098339089,0.28774108411011035
SMWB,38662,2024-12-31,242.911,65.587,-5.42,-3.021,74.441,39.732,27.508,15.358,1170.71123,12.794,30.846,141.356,177.192,32.809,-0.02231269888971681,-0.19703359022829722,-0.046060957201884516,-0.08263832771738301,0.30645380406815664,0.1635660797576067,1.444379816780573,0.7977561063704907,0.234162257764496,5.492695121108719,7.065366731991084,42.55893667296786,17.849745071431837,-215.99838191881918,0.8049308551999634,0.2700042402361359,0.12698478043398612,0.42011490360738635,0.13506592949681157
FTCI,38673,2024-12-31,89.928,13.202,-12.235,-12.596,11.247,10.632000000000001,19.036,1.474,70.82553999999999,16.787,7.139,76.128,49.073,9.877,-0.13605328707410372,-0.642729565034671,-0.9540978639600061,-0.926753522193607,0.12506672004270084,0.11822791566586605,0.5585206976255517,1.551321500621523,0.11164975003787304,4.499009350159496,4.2602196701139174,3.7206104223576375,5.364758369943947,-5.7887650183898645,-0.2715497651870928,0.14680633395605375,0.07938573080686773,0.22918916715913026,0.10983231029267859
ZETA,38708,2024-12-31,1111.373,314.673,15.236,10.568,366.157,207.058,676.801,24.272,4268.4873,125.945,470.121,616.54,199.337,203.427,0.013709168748925879,0.022511787068872535,0.033584069812154206,0.0484185170001875,0.32946364541877476,0.18630828713672187,0.3059363091957606,3.092953139657966,0.07713404073434962,7.013351466867082,8.359014781161877,6.306857259371661,13.564834923873354,280.1580007876083,0.5997591150178122,0.28313896414615075,0.4230091967323302,1.8368742380992993,0.18304115719924813
ZIP,38744,2024-12-31,664.06,111.02,-10.793,-3.716,505.881,552.7209999999999,13.43,31.74,711.32276,10.469,32.367,543.673,81.594,549.935,-0.01625304942324489,-0.8036485480268056,-0.03347144658620069,-0.09721671770852099,0.761800138541698,0.8323359334999848,41.15569620253164,6.66314925117043,0.28589443343541704,6.498372506839868,6.56712627897815,52.965209233060314,6.407158710142317,-65.90593532845364,0.9057016753738065,0.1671836882209439,0.048741077613468665,6.199977939554379,0.8281405294702285
VMEO,38757,2024-12-31,642.821,103.156,1.536,1.268,325.493,11.844,408.797,27.678,1058.8544,22.902,246.645,374.656,222.423,8.514,0.002389467674515923,0.0037573661254852652,0.012292062507270541,0.014890069409438132,0.506350912617976,0.018425035896462622,0.028972815358234035,1.684430117388939,0.26831207103803945,6.465866302900348,6.964942847952626,2.5901716499876466,10.26459343130792,689.3583333333332,0.7779867385319322,0.16047391108877898,0.3836915719928254,1.4633963214235937,0.01324474464897693
MNDY,38822,2024-12-31,1685.508,267.976,23.005,9.596,1461.606,106.036,1030.231,62.332,11953.995120000001,27.302,0.0,1532.246,575.615,77.023,0.013648704129556192,0.022329943478695553,0.035809176941218615,0.08584724005134788,0.8671605237115457,0.0629104103925938,0.10292448975035697,2.6619285459899413,0.23260291966444757,7.429822281028915,9.388820821152562,11.603218229698001,44.608454189927464,519.6259560965009,0.8981177418873332,0.15898826941195177,0.0,2.53920763009998,0.04569720226780294
MQ,38832,2024-12-31,1463.204,135.79,-27.118,-25.022,1110.925,5.497,1085.018,141.4,1911.28184,37.587,153.297,1249.297,370.985,0.87,-0.018533300893108548,-0.02499313375446306,-0.1842698284115178,-0.19970542749834302,0.7592413634735826,0.003756824065543834,0.005066275398196159,3.3675135113279513,1.0413137933573902,7.2883838308072,7.555529416358923,1.7615208595617768,14.075276824508434,-70.48019175455418,0.7231975845054863,0.09280319080593,0.10476802961172878,2.9945280806501606,0.0005945855806845799
YMM,38909,2024-12-31,5656.364,390.038,62.546,104.628,2865.206,8.923,5161.743,24.336,11236.44016,170.046,482.011,3734.091,413.741,3.278,0.011057633490348218,0.012117224743657326,0.26825078582086875,0.16035873427717298,0.5065455476344876,0.0015775151669871318,0.001728679633991851,9.025189671799508,0.062393920592352534,8.640536561941266,9.326917361540154,2.1768693559520496,28.808578035986237,179.6508195568062,0.5640270947958917,0.06895560469587884,0.08521569686816478,6.925119821337504,0.0005795242314674233
CXM,38915,2024-10-31,970.301,200.689,10.455,7.024,478.206,51.158,497.024,23.298,1889.44157,53.17,49.913,729.777,418.853,43.93,0.010775006930838986,0.021035201519443728,0.034999426974074314,0.052095530896063065,0.4928429425508167,0.052723845487122036,0.10292863121297965,1.7423224854543242,0.11609006970984956,6.877606332639813,7.5440365987866596,3.8015097258884882,9.414773953729402,180.72133620277378,0.7350627089676066,0.20683169449480107,0.05144073849248841,1.1417036525941082,0.04527461066205229
EVCM,38924,2024-12-31,1421.268,174.999,-12.233,16.025,135.782,544.953,750.826,19.209,2022.81225,50.964,1156.81,218.314,110.726,536.01,-0.008607102953137621,-0.016292722947793496,0.09157195183972479,-0.06990325659003767,0.09553581731242806,0.38342733390183975,0.7258046471486069,1.9716597727724292,0.10976634152195155,7.259304709892199,7.612244025149524,2.694115880377078,11.558993194246824,-165.35700564048065,0.7087754787170213,0.12312878359324209,0.8139281261521402,1.2262883153008328,0.37713506530788
DOCS,38927,2024-12-31,1172.157,168.603,75.196,80.015,844.94,12.947,1031.12,22.421,10015.10976,12.587,92.074,1012.703,115.881,10.692,0.06415181584036951,0.07292652649546125,0.4745763717134333,0.4459944366351725,0.7208420032470054,0.011045448689893931,0.012556249515090387,8.739163452162131,0.13298102643487955,7.0666009202096145,9.211850207600522,9.71284599270696,59.40054305083539,133.18673546465237,0.9253453378646881,0.14383994635530908,0.07855091084214828,7.291445534643298,0.009121644967355057
HEPS,38928,2024-12-31,740.163,545.968,-19.722,0.058,262.97,75.742,94.031,0.0,973.7904899999999,528.481,86.602,590.396,611.1,16.524,-0.02664548214379806,-0.2097393412810669,0.00010623333235647512,-0.03612299621955866,0.35528660578818455,0.10233151346392619,0.8055003137263242,0.9661201112747504,0.0,6.606870432212552,6.881196177835233,10.356058002148226,1.7836035994783577,-49.37584879829631,0.03202934970547718,0.7376321161690059,0.11700395723644658,0.43032236949762726,0.022324812237304488
CFLT,38931,2024-12-31,2694.911,261.22,-88.054,-94.719,1910.563,1109.981,961.226,114.886,9307.4646,61.331,172.33,2351.319,589.246,1101.287,-0.03267417736615421,-0.09160592826244816,-0.3626024041038205,-0.33708751244162005,0.7089521694779531,0.41188039233948726,1.1547554893438172,3.9903860187425964,0.4398055279075109,7.899120458679051,9.138572002355271,9.682909742349873,35.630750325396214,-105.7017807254639,0.7652132302273945,0.09693084484051608,0.06394645314817447,3.2423860323192693,0.40865431177504563
YOU,38954,2024-12-31,1194.932,206.27,103.286,34.078,609.497,121.25500000000001,198.353,18.413,2596.65408,76.903,78.057,662.218,643.054,115.096,0.08643671773791312,0.5207181136660398,0.16521064624036458,0.5007320502254327,0.5100683553541122,0.10147439352197447,0.6113091306912424,1.0298015407726255,0.08926649537014592,7.08584455898084,7.861979002944885,13.091075405968146,12.588617249236435,25.140426388861993,0.6271731226062928,0.1726207014290353,0.06532338241841378,0.9478162020607911,0.09632012532930745
FA,39048,2024-12-31,3922.893,307.124,-100.366,-80.674,169.483,2156.5640000000003,1307.039,0.0,3243.49283,168.492,3112.476,475.993,250.688,2130.456,-0.025584689666529267,-0.0767888333859969,-0.26267566194761727,-0.32679308683137753,0.0432035745048361,0.5497381651755479,1.6499614778135927,1.898746649221343,0.0,8.274584670792972,8.08440606207567,2.4815578035544466,10.560857601489952,-32.316649363330214,0.45138771310610704,0.07829018023178302,0.7934134323826829,0.6760714513658412,0.5430828727676233
BLND,39056,2024-12-31,178.012,41.408,-0.825,-1.671,103.499,3.8320000000000003,85.307,8.861,1086.90833,16.193,2.081,135.17,38.949,0.801,-0.004634519021189582,-0.009670953145697304,-0.04035452086553323,-0.019923686244204018,0.5814158596049704,0.021526638653573918,0.044920112065832817,3.470435697964004,0.2139924652241113,5.181850963750084,6.991092550538301,12.741138827997702,26.248752173493042,-1317.4646424242424,0.6089403013910355,0.23261353167202212,0.011690223131024875,2.657295437623559,0.004499696649664067
IAS,39069,2024-12-31,1151.571,153.038,15.271,30.163,84.975,57.747,1008.011,17.546,1700.3732400000001,33.332,867.604,254.457,84.166,47.563,0.01326101473552217,0.015149636263889979,0.19709483919026646,0.09978567414629046,0.07379050010811318,0.05014627843181185,0.057288065308811115,3.023275431884609,0.11465126308498541,7.048882376065955,7.4386030588872645,1.6868598060933861,11.110791045361283,111.34655490799555,0.7821978854924921,0.13289497564631275,0.753409038608996,1.0096119573224343,0.041302707345009564
VTEX,39111,2024-12-31,366.778,61.524,6.264,8.21,214.808,3.3120000000000003,255.745,13.29,1088.5544599999998,14.424,28.99,284.59,80.97,1.695,0.017078450724961693,0.024493147471113804,0.13344385930693714,0.10181392627267408,0.5856621716678754,0.009029985440784344,0.012950399812313046,3.514758552550327,0.21601326311683244,5.904756760393797,6.992605911577376,4.2564056384289035,17.69316786944932,173.77944763729244,0.7655549054027697,0.16774179476413525,0.07903963705565764,2.652933185130295,0.004621324070691263
DUOL,39122,2024-12-31,1301.728,209.55,13.907,14.258,877.645,57.237,824.55,66.395,14569.59928,56.804,30.437,1101.588,422.231,54.656,0.010683491482091497,0.01686616942574738,0.06804104032450488,0.06636602242901456,0.6742153506723371,0.04397001524127928,0.06941604511551756,2.608969971413752,0.316845621570031,7.171447891573713,9.586692395722496,17.669758389424537,69.5280328322596,1047.645019055152,0.7289238845144357,0.16097833034243714,0.023381996853413307,2.0785896819513487,0.04198726615698517
AVPT,39157,2024-12-31,519.055,89.183,-17.185,4.853,290.902,16.533,269.154,12.872,3204.1122100000002,20.676,26.604,394.795,222.955,9.909,-0.03310824479101444,-0.06384820585984231,0.05441620039693663,-0.19269367480349392,0.5604454248586374,0.031852115864407435,0.06142580084264028,1.7707384898297862,0.14433244003902088,6.252009850576193,8.072190329422689,11.904382658255127,35.92738761871657,-186.44819377363984,0.7681620936725609,0.17181801543189068,0.05125468399302579,1.3047565652261666,0.0190904624750749
NABL,39182,2024-12-31,1338.847,116.509,3.29,19.162,85.196,369.193,759.288,23.246,1751.5208599999999,15.5,1078.963,183.923,150.098,359.675,0.002457338291828715,0.004333006711550821,0.16446798101434223,0.028238161858740528,0.06363385808834018,0.27575443646660147,0.48623578931841405,1.225352769523911,0.19952106704203107,7.199564074786101,7.468239752358228,2.306793812097649,15.033352444875502,532.3771610942249,0.8669630672308577,0.08702189271813733,0.805889694640239,0.5676024997001958,0.26864533438100097
