costat,curcdq,datafmt,indfmt,consol,tic,datadate,gvkey,datacqtr,datafqtr,scfq,acchgq,acomincq,acoq,actq,altoq,ancq,anoq,aociderglq,aociotherq,aocipenq,aocisecglq,aol2q,aoq,apq,aqaq,aqdq,aqepsq,aqpl1q,aqpq,arcedq,arceepsq,arceq,atq,aul3q,billexceq,capr1q,capr2q,capr3q,capsftq,capsq,ceiexbillq,ceqq,cheq,chq,cibegniq,cicurrq,ciderglq,cimiiq,ciotherq,cipenq,ciq,cisecglq,citotalq,cogsq,csh12q,cshfd12,cshfdq,cshiq,cshopq,cshoq,cshprq,cstkcvq,cstkeq,cstkq,dcomq,dd1q,deracq,deraltq,derhedglq,derlcq,derlltq,diladq,dilavq,dlcq,dlttq,doq,dpacreq,dpactq,dpq,dpretq,drcq,drltq,dteaq,dtedq,dteepsq,dtepq,dvintfq,dvpq,epsf12,epsfi12,epsfiq,epsfxq,epspi12,epspiq,epspxq,epsx12,esopctq,esopnrq,esoprq,esoptq,esubq,fcaq,ffoq,finacoq,finaoq,finchq,findlcq,findltq,finivstq,finlcoq,finltoq,finnpq,finreccq,finrecltq,finrevq,finxintq,finxoprq,fyr,gdwlamq,gdwlia12,gdwliaq,gdwlid12,gdwlidq,gdwlieps12,gdwliepsq,gdwlipq,gdwlq,glaq,glcea12,glceaq,glced12,glcedq,glceeps12,glceepsq,glcepq,gldq,glepsq,glivq,glpq,hedgeglq,ibadj12,ibadjq,ibcomq,ibmiiq,ibq,icaptq,intaccq,intanoq,intanq,invfgq,invoq,invrmq,invtq,invwipq,ivaeqq,ivaoq,ivltq,ivstq,lcoq,lctq,lltq,lnoq,lol2q,loq,loxdrq,lqpl1q,lseq,ltmibq,ltq,lul3q,mibnq,mibq,mibtq,miiq,msaq,ncoq,niitq,nimq,niq,nopiq,npatq,npq,nrtxtdq,nrtxtepsq,nrtxtq,obkq,oepf12,oeps12,oepsxq,oiadpq,oibdpq,opepsq,optdrq,optfvgrq,optlifeq,optrfrq,optvolq,piq,pllq,pnc12,pncd12,pncdq,pnceps12,pncepsq,pnciapq,pnciaq,pncidpq,pncidq,pnciepspq,pnciepsq,pncippq,pncipq,pncpd12,pncpdq,pncpeps12,pncpepsq,pncpq,pncq,pncwiapq,pncwiaq,pncwidpq,pncwidq,pncwiepq,pncwiepsq,pncwippq,pncwipq,pnrshoq,ppegtq,ppentq,prcaq,prcd12,prcdq,prce12,prceps12,prcepsq,prcpd12,prcpdq,prcpeps12,prcpepsq,prcpq,prcraq,prshoq,pstknq,pstkq,pstkrq,rcaq,rcdq,rcepsq,rcpq,rdipaq,rdipdq,rdipepsq,rdipq,recdq,rectaq,rectoq,rectq,rectrq,recubq,req,retq,reunaq,revtq,rllq,rra12,rraq,rrd12,rrdq,rreps12,rrepsq,rrpq,rstcheltq,rstcheq,saleq,seqoq,seqq,seta12,setaq,setd12,setdq,seteps12,setepsq,setpq,spce12,spced12,spcedpq,spcedq,spceeps12,spceepsp12,spceepspq,spceepsq,spcep12,spcepd12,spcepq,spceq,spidq,spiepsq,spioaq,spiopq,spiq,sretq,stkcoq,stkcpaq,teqq,tfvaq,tfvceq,tfvlq,tieq,tiiq,tstknq,tstkq,txdbaq,txdbcaq,txdbclq,txdbq,txdiq,txditcq,txpq,txtq,txwq,uacoq,uaoq,uaptq,ucapsq,ucconsq,uceqq,uddq,udmbq,udoltq,udpcoq,udvpq,ugiq,uinvq,ulcoq,uniamiq,unopincq,uopiq,updvpq,upmcstkq,upmpfq,upmpfsq,upmsubpq,upstkcq,upstkq,urectq,uspiq,usubdvpq,usubpcvq,utemq,wcapq,wdaq,wddq,wdepsq,wdpq,xaccq,xidoq,xintq,xiq,xoprq,xopt12,xoptd12,xoptd12p,xoptdq,xoptdqp,xopteps12,xoptepsp12,xoptepsq,xoptepsqp,xoptq,xoptqp,xrdq,xsgaq,afudccy,cogsy,xrdy,prccq,prchq,prclq
A,USD,STD,INDL,C,FDS,2024-11-30,063172,2024Q4,2025Q1,7,0.0000,-100.4210,139.3840,750.6960,136.3170,3297.8890,0.0000,-1.3460,0.0000,0.0000,0.0000,69.6230,3098.8510,151.2970,-2.8060,-0.0800,-0.0700,48.3170,-3.7530,,,,4048.5850,0.0000,,,,,60.9730,1531.2780,,1991.5610,358.7910,289.1680,150.0220,-17.6190,-3.1890,0.0000,0.0000,0.0000,129.2140,0.0000,129.2140,223.0620,38.0510,38.5810,38.5170,42.8300,0.1340,38.0500,38.0050,0.0100,0.0000,0.4280,0.0000,93.8940,0.0000,0.0000,,1.9250,0.0000,0.0000,150.0220,93.8940,1458.0150,0.0000,,,35.7170,,157.0620,0.9140,,,,,,0.0000,13.9500,13.9500,3.8900,3.8900,14.1500,3.9500,3.9500,14.1500,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,8,,,,,,,,,1092.2020,,,,,,,,,,,,,0.0000,538.5930,150.0220,150.0220,150.0220,150.0220,3449.5760,,1870.3320,2962.5340,0.0000,0.0000,0.0000,0.0000,0.0000,,,0.0000,69.6230,248.3940,538.1360,1518.8880,0.0000,1.9250,45.8250,44.9110,0.0000,4048.5850,2057.0240,2057.0240,16.9300,0.0000,0.0000,0.0000,0.0000,0.0000,,,,150.0220,2.8040,,0.0000,,,,,15.2900,15.5000,4.0100,193.7330,229.4500,4.0600,0.9500,133.1000,6.6200,4.5900,24.4900,179.7390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,199.0380,,,,,,,,,,,,465.5000,0.0000,0.0000,0.0000,0.0000,0.2370,0.0100,0.0100,0.3170,0.0000,0.0000,0.0000,0.0000,,-99.0750,0.0000,252.5210,252.5210,,1898.5330,,1998.9540,568.6670,,,,,,,,,,,568.6670,0.0000,1991.5610,,,,,,,,,,,,,,,,,,,,-0.0500,-0.0500,-1.7930,-2.3980,-2.3980,,13.5920,,1991.5610,117.9400,0.0000,18.8550,,,4.7800,1438.6780,40.3170,0.0000,0.0000,15.0480,,15.0480,44.5510,29.7170,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.5600,,,,,,0.0000,14.4000,0.0000,339.2170,,,,,,,,,,,,,116.1550,,223.0620,,490.670000000000,499.870000000000,416.590000000000
A,USD,STD,INDL,C,CHKP,2024-09-30,063185,2024Q3,2024Q3,7,0.0000,-1.2000,90.9000,1952.2000,176.0000,3560.4000,,,,,,,3479.8000,446.0000,-2.0150,-0.0200,-0.0200,,-3.1000,,,,5512.6000,,,,,,,3019.4000,,2828.6000,1469.4000,543.8000,,,,,,,,,,68.9000,112.0500,114.5500,113.4000,,1.7900,112.9060,110.5000,,0.0000,0.8000,0.0000,,,,,,,0.0000,206.9000,,,0.0000,,,18.6000,,1270.2000,474.8000,,,,,,0.0000,7.3100,7.3100,1.8300,1.8300,7.4700,1.8700,1.8700,7.4700,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,837.4000,206.9000,206.9000,206.9000,206.9000,2828.6000,,1900.4000,1900.4000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1403.4000,925.6000,1270.2000,1716.2000,967.8000,,,967.8000,493.0000,,5512.6000,2684.0000,2684.0000,,0.0000,0.0000,0.0000,0.0000,,,,,206.9000,25.3000,,0.0000,,,,,7.3900,7.5500,1.8500,221.6000,240.2000,1.8900,,,,,,243.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,80.6000,,,,,,,,,,,,181.5600,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,,,,391.9000,391.9000,,13755.1000,,13756.3000,635.1000,,,,,,,,,,,635.1000,0.0000,2828.6000,,,,,,,,,,,,,,,,,,,,,,,,-3.1000,,39.0000,,2828.6000,,,,,,,13946.7000,76.5000,,0.0000,0.0000,,0.0000,,36.9000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0000,,,,,,0.0000,0.0000,0.0000,394.9000,,,,,,,,,,,,97.5000,326.0000,,193.9000,293.8000,192.810000000000,196.560000000000,163.080000000000
A,USD,STD,INDL,C,CHKP,2024-12-31,063185,2024Q4,2024Q4,7,0.0000,-10.3000,75.0000,2193.4000,144.2000,3561.1000,0.0000,2.9000,0.0000,0.0000,0.0000,2126.7000,3453.2000,54.8000,-2.0150,-0.0200,-0.0200,640.2000,-3.1000,,,,5754.5000,20.2000,,,,,,3049.5000,,2789.4000,1371.9000,506.2000,845.7000,0.0000,1.8000,0.0000,0.0000,0.0000,874.6000,27.1000,874.6000,76.4000,110.6180,113.4070,112.1000,261.2240,1.7000,108.3690,109.2000,0.0030,0.0000,0.8000,0.0000,8.8000,,,-5.6000,,,0.0000,257.5000,8.8000,21.0000,0.0000,,151.2000,25.5000,,1471.3000,529.0000,,,,,,0.0000,7.4600,7.4600,2.3000,2.3000,7.6500,2.3600,2.3600,7.6500,0.0000,0.0000,0.0000,0.0000,,-2.1000,,,,,,,,,,,,,,,,12,,,,,,,,,1695.7000,,,,,,,,,,,0.0000,,,845.7000,257.5000,257.5000,257.5000,257.5000,2810.4000,,201.4000,1897.1000,0.0000,0.0000,0.0000,0.0000,0.0000,,,1411.9000,865.7000,1852.0000,1944.2000,1020.9000,0.0000,0.0000,999.9000,470.9000,0.0000,5754.5000,2965.1000,2965.1000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.2000,,,,257.5000,24.5000,,0.0000,,,,,7.5400,7.7300,2.3200,257.4000,282.9000,2.3800,0.0000,51.7000,4.6800,4.1300,25.1600,278.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,259.1000,107.9000,,,,,,,,,,,,187.2900,0.0000,0.0000,0.0000,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,,0.0000,17.7000,746.5000,728.8000,,14003.5000,,14013.8000,703.7000,,,,,,,,,,,703.7000,0.0000,2789.4000,,,,,,,,,,,,,,,,,,,,,,,,-3.1000,,29.8000,,2789.4000,2787.1000,,0.0000,,,152.8550,14264.4000,74.7000,18.3000,0.0000,0.0000,-10.5000,0.0000,28.6000,21.3000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.2000,,,,,378.4000,0.0000,0.0000,0.0000,420.8000,,,,,,,,,,,,101.1000,344.4000,,270.3000,394.9000,186.700000000000,210.700000000000,169.015000000000
A,USD,STD,INDL,C,PEGA,2024-09-30,063290,2024Q3,2024Q3,7,0.0000,-13.4020,37.3720,1119.0800,144.0840,460.1520,0.0000,0.0000,0.0000,0.0000,0.0000,415.5670,354.1570,20.1030,,,,16.7600,,,,,1579.2320,21.1720,345.5740,,,,,514.1730,15.7190,473.0230,703.1740,287.6490,-14.3900,10.2040,0.0000,0.0000,0.0000,0.0000,-3.5260,0.6600,-3.5260,92.5720,84.6770,86.1253,85.6250,85.8080,0.1870,85.8080,85.6250,0.0100,0.0000,0.8580,0.0000,516.2070,0.2260,0.0000,-0.6890,,,0.0000,-14.3900,516.2070,66.7500,0.0000,,,4.4770,,345.5740,2.1830,,,,,,0.0000,1.3800,1.3800,-0.1700,-0.1700,1.4800,-0.1700,-0.1700,1.4800,0.0000,0.0000,0.0000,0.0000,,-4.4050,,,,,,,,,,,,,,,,12,,,,,,,,,81.5680,,,,,,,,,,,0.0000,,,122.7640,-14.3900,-14.3900,-14.3900,-14.3900,539.7730,,4.5330,86.1010,0.0000,0.0000,0.0000,0.0000,0.0000,,,123.9720,415.5250,484.8490,1024.5430,81.6660,0.0000,0.0000,14.9160,12.7330,0.0000,1579.2320,1106.2090,1106.2090,0.0000,0.0000,0.0000,0.0000,0.0000,0.5110,,,,-14.3900,1.6750,,0.0000,,,,1475.2830,1.7100,1.8100,-0.1500,-9.1760,-4.6990,-0.1500,,25.4300,,,,-11.6250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,105.9950,,,,,,,,,,,,68.8200,0.0000,0.0000,0.0000,0.0000,-1.6150,-0.0200,-0.0200,-2.4850,0.0000,0.0000,0.0000,0.0000,,-13.9130,31.9110,378.5340,346.6230,173.0000,-42.0080,,-28.6060,325.0500,,,,,,,,,11.2320,0.1840,325.0500,0.0000,473.0230,-21.0620,0.0000,-0.2500,0.0000,-0.2500,0.0000,0.0000,,,,,,,,,,,,,,,,,-2.4850,,37.2130,36.7010,473.0230,453.4990,,0.0000,,,0.0000,0.0000,3.6510,0.0000,0.0000,,,,3.3840,2.7650,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5370,,,,,135.8850,0.0000,1.6390,0.0000,329.7490,,,,,,,,,,,,74.1570,237.1770,,276.0490,221.6950,73.090000000000,74.400000000000,56.610000000000
A,USD,STD,INDL,C,PEGA,2024-12-31,063290,2024Q4,2024Q4,7,0.0000,-30.2450,40.7350,1333.7040,131.1280,434.5690,0.0000,0.0000,0.0000,0.0000,0.0000,552.0190,330.3340,6.2260,,,,5.3180,,,,,1768.2730,21.2340,423.9100,,,,,526.9630,13.4980,585.4800,740.0710,337.1030,119.0900,-16.5620,0.0000,0.0000,0.0000,0.0000,102.2470,-0.2810,102.2470,98.4010,85.2650,89.6340,95.6360,86.1120,0.7160,86.1120,86.0000,0.0100,0.0000,0.8610,0.0000,482.0210,0.2230,0.0000,0.0040,,,-0.0760,119.0140,482.0210,67.6470,0.0000,,79.2780,4.2960,,423.9100,2.1210,0.2980,0.0000,0.0000,0.4590,,0.0000,1.1100,1.1100,1.2500,1.2500,1.1600,1.3800,1.3800,1.1600,0.0000,0.0000,0.0000,0.0000,,6.3180,,,,,,,,,,,,,,,,12,,,,,,,,,81.1130,,,,,,,,,,,0.0000,,,99.1890,119.0900,119.0900,119.0900,119.0900,653.1270,,3.8320,84.9450,0.0000,0.0000,0.0000,0.0000,0.0000,,,114.2610,402.9680,592.7560,1086.0580,96.7350,0.0000,0.0000,29.0880,26.9670,0.0000,1768.2730,1182.7930,1182.7930,0.0000,0.0000,0.0000,0.0000,0.0000,0.2300,,,,119.0900,12.5080,,0.0000,,,,1623.4920,1.4200,1.5000,1.2500,144.2340,148.5300,1.3900,0.2000,25.8200,3.9000,4.2000,49.0000,154.1680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,183.5130,104.2350,,,,,,,,,,,,88.3500,0.0000,0.0000,0.0000,0.0000,-0.8090,-0.0100,-0.0100,-1.2450,0.0000,0.0000,0.0000,0.0000,,-30.4750,60.8470,552.8980,492.0510,186.5830,57.6560,,87.9010,490.8300,,,,,,,,,4.3280,0.0980,490.8300,0.0000,585.4800,-21.0620,0.0000,-0.2500,0.0000,-0.2500,0.0000,0.0000,,,,,,,,,,,,,,,,,-0.7860,,34.5000,34.0780,585.4800,578.5710,,0.0000,,,0.0000,0.0000,4.2680,0.0000,0.0000,,-1.5440,,5.0550,35.0780,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.6460,,,,,164.5310,0.0000,1.7880,0.0000,342.3000,,,,,,,,,,,,76.3790,243.8990,,374.4500,298.0740,93.200000000000,97.940000000000,68.690000000000
A,USD,STD,INDL,C,MVIS,2024-09-30,063531,2024Q3,2024Q3,7,0.0000,0.3440,4.8570,53.0470,2.8940,35.2150,0.0000,0.0000,0.0000,0.0000,0.0000,26.6790,15.4570,1.4870,,,,0.0000,,,,,88.2620,0.0000,0.1800,,,,,896.4240,,65.8550,43.4720,16.5230,-15.5170,0.1650,0.0000,0.0000,0.0000,0.0000,-15.2740,0.0780,-15.2740,14.1390,202.2853,202.2853,213.0040,213.4390,,213.4390,213.0040,0.0010,0.0000,0.2130,0.0000,2.1490,,,0.0000,,,0.0000,-15.5170,2.1490,11.6620,0.0000,,20.1520,1.6760,,0.1800,0.0000,,,,,,0.0000,-0.4200,-0.4200,-0.0700,-0.0700,-0.4200,-0.0700,-0.0700,-0.4200,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,0.0000,,,,,,,,,,,,,,-85.4970,-15.5170,-15.5170,-15.5170,-15.5170,77.5170,,12.5630,12.5630,2.0290,0.0000,2.4570,4.4860,0.0000,,,0.0000,26.9490,6.9750,10.6110,11.7960,0.0000,0.0000,0.1340,0.1340,0.0000,88.2620,22.4070,22.4070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0590,,,,-15.5170,0.3380,,0.0000,,,,,-0.3800,-0.3800,-0.0700,-15.6250,-13.9490,-0.0700,,,,,,-15.4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,39.9100,19.7580,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,-0.0580,0.0000,0.0000,-0.0900,0.0000,0.0000,0.0000,0.0000,,0.2850,0.0000,0.2320,0.2320,,-830.7820,,-831.1260,0.1900,,,,,,,,,1.5720,0.2700,0.1900,0.0000,65.8550,,,,,,,,,,,,,,,,,,,,,,,,-0.1030,,2.4260,,65.8550,26.6790,,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.1080,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4360,-0.0080,0.0000,0.0000,-0.0130,5.8930,0.0000,0.0190,0.0000,14.1390,,,,,,,,,,,,8.7360,,,55.6320,40.2510,1.140000000000,1.390000000000,0.827200000000
A,USD,STD,INDL,C,MVIS,2024-12-31,063531,2024Q4,2024Q4,7,0.0000,0.0000,4.2870,82.4700,3.9120,38.6910,0.0000,0.0000,0.0000,0.0000,0.0000,20.2160,14.8840,1.1320,,,,0.0000,,,,,121.1610,0.0000,0.3080,,,,,910.8250,,48.7690,74.9630,54.4860,-31.1550,-0.3110,0.0000,0.0000,0.0000,0.0000,-31.4990,-0.0330,-31.4990,16.8870,209.5100,209.5100,219.4750,224.9930,,224.9930,219.4750,0.0010,0.0000,0.2250,0.0000,26.9300,,,-8.8660,14.5810,,0.0000,-31.1550,26.9300,24.7080,0.0000,,20.2200,1.6740,,0.3080,0.0000,,,,,,0.0000,-0.4600,-0.4600,-0.1400,-0.1400,-0.4600,-0.1400,-0.1400,-0.4600,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,,,,,,,,,12,,,,,,,,,0.0000,,,,,,,,,,,,,,-96.9150,-31.1550,-31.1550,-31.1550,-31.1550,73.4770,,10.9720,10.9720,0.6780,0.0000,1.6160,2.2940,0.0000,,,0.0000,20.4770,17.8890,45.9510,26.4410,0.0000,0.0000,1.7330,1.7330,0.0000,121.1610,72.3920,72.3920,14.5810,0.0000,0.0000,0.0000,0.0000,0.0000,,,,-31.1550,-8.3430,,0.0000,,,,,-0.4200,-0.4200,-0.1400,-16.9110,-15.2370,-0.1400,,,,,,-31.0740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,44.0270,23.8070,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,-0.1580,0.0000,0.0000,-0.2430,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.9260,0.9260,,-862.2810,,-862.2810,1.6500,,,,,,,,,1.5000,0.2610,1.6500,0.0000,48.7690,,,,,,,,,,,,,,,,,,,,,,,,-1.3960,,2.0130,,48.7690,20.2160,,14.5810,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0740,0.0000,0.0000,0.0810,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5190,-0.7490,0.0000,0.0000,-1.1530,2.5420,0.0000,4.4240,0.0000,16.8870,,,,,,,,,,,,8.7640,,,72.5190,49.0150,1.310000000000,1.720000000000,0.800000000000
A,USD,STD,INDL,C,CIEN,2024-07-31,064356,2024Q2,2024Q3,7,0.0000,-40.1920,370.9030,3538.4590,955.4650,2036.6710,0.0000,4.9270,0.0000,0.0000,0.0000,332.3940,1708.7930,316.5990,,,,700.0550,,,,,5575.1300,0.0000,179.4570,,,,,6260.0950,142.7690,2890.8720,1101.1750,883.3650,14.2300,-4.6860,-14.5520,0.0000,0.0000,0.0000,-4.2330,0.7750,-4.2330,512.6180,145.5163,146.3190,145.3610,144.4270,0.5990,144.4270,144.3940,0.0100,0.0000,1.4440,0.0000,31.5710,1.2320,12.3160,0.5190,7.2710,,0.0000,14.2300,31.5710,1565.0570,0.0000,,,32.9300,,179.4570,77.6280,,,,,,0.0000,0.9400,0.9400,0.1000,0.1000,0.9400,0.1000,0.1000,0.9400,0.0000,0.0000,0.0000,0.0000,,-1.0920,,,,,,,,,,,,,,,,10,,,,,,,,,444.7910,,,,,,,,,,,,,,138.1270,14.2300,14.2300,14.2300,14.2300,4455.9290,,174.9740,619.7650,288.1380,35.9830,612.7680,981.2530,44.3640,,,133.5630,217.8100,515.8520,870.5590,1813.6990,0.0000,7.2710,248.6420,171.0140,0.0000,5575.1300,2684.2580,2684.2580,0.0000,0.0000,0.0000,0.0000,0.0000,0.1210,,,,14.2300,14.0130,,0.0000,,,,,1.1800,1.1900,0.1100,28.1040,61.0340,0.1100,,,,,,16.3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,327.8780,,,,,,,,,,,,48.4200,0.0000,0.0000,0.0000,0.0000,-0.8850,-0.0100,-0.0100,-1.3610,0.0000,0.0000,0.0000,0.0000,9.2000,-45.2400,42.4820,1085.1280,1042.6460,142.7690,-3370.6670,,-3330.4750,942.3080,,,,,,,,,0.1640,,942.3080,0.0000,2890.8720,-5.6870,,-0.0400,,-0.0400,,,,,,,,,,,,,,,,,,,-1.3610,,37.3580,,2890.8720,1032.4490,,7.2710,,,0.0000,0.0000,831.6820,0.0000,0.0000,0.0000,,0.0000,6.5370,2.1250,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.9000,,,,,211.0470,0.0000,24.4010,0.0000,881.2740,,,,,,,,,,,,188.8880,368.6560,,1553.9870,571.5370,52.740000000000,53.620000000000,44.690000000000
A,USD,STD,INDL,C,CIEN,2024-10-31,064356,2024Q3,2024Q4,7,0.0000,-46.7110,347.0840,3544.4160,1019.4050,2096.9210,0.0000,3.7880,0.0000,0.0000,0.0000,411.2500,1731.7820,423.4010,,,,858.1230,,,,,5641.3370,0.0000,156.3790,,,,,6154.8690,127.9190,2816.1380,1251.2060,934.8630,37.0280,-6.0570,-1.1390,0.0000,0.0000,0.0000,30.5090,0.6770,30.5090,637.4770,144.7150,145.9640,146.4870,142.6560,2.1240,142.6560,144.2400,0.0100,0.0000,1.4270,0.0000,30.5500,0.5960,11.7770,-1.1400,9.1550,,0.0000,37.0280,30.5500,1601.7030,0.0000,,596.0270,33.7980,,156.3790,81.2400,,,,,,0.0000,0.5800,0.5800,0.2500,0.2500,0.5800,0.2600,0.2600,0.5800,0.0000,0.0000,0.0000,0.0000,,-1.5780,,,,,,,,,,,,,,,,10,,,,,,,,,444.7070,,,,,,,,,,,0.0000,,,83.9560,37.0280,37.0280,37.0280,37.0280,4417.8410,,165.0200,609.7270,260.7690,27.9020,542.7850,863.6750,32.2190,,,102.6500,316.3430,510.7780,999.8400,1825.3590,0.0000,9.1550,223.6560,142.4160,0.0000,5641.3370,2825.1990,2825.1990,0.0000,0.0000,0.0000,0.0000,0.0000,0.7980,,,,37.0280,13.8010,,0.0000,,,,2100.0000,0.7100,0.7100,0.2700,61.8150,95.6130,0.2700,,,,,,48.0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,961.1660,365.1390,,,,,,,,,,,,62.1300,0.0000,0.0000,0.0000,0.0000,-1.6930,-0.0100,-0.0100,-2.6050,0.0000,0.0000,0.0000,0.0000,9.8800,-51.2970,45.9350,1082.4510,1036.5160,127.9190,-3340.1580,,-3293.4470,1124.1120,,,,,,,,,0.1630,,1124.1120,0.0000,2816.1380,,,,,,,,,,,,,,,,,,,,,,,,-2.6050,,40.9710,,2816.1380,1269.3730,,9.1550,,,0.0000,0.0000,886.4410,0.0000,0.0000,0.0000,-76.8100,0.0000,35.1110,10.9930,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544.5760,,,,,241.3690,0.0000,24.9900,0.0000,1028.4990,,,,,,,,,,,,195.9600,391.0220,,2191.4640,767.4970,63.510000000000,69.910000000000,44.890000000000
A,USD,STD,INDL,C,TTWO,2024-09-30,064630,2024Q3,2024Q2,7,0.0000,-38.9000,530.3000,2705.7000,323.1000,10369.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9599.5000,177.1000,-36.5300,-0.2100,-0.2100,1017.3000,-56.2000,,,,13075.3000,26.0000,,,,,1731.2000,10063.4000,79.4000,5798.5000,1237.1000,876.1000,-365.5000,71.6000,0.0000,0.0000,0.0000,0.0000,-293.9000,0.0000,-293.9000,397.4000,172.1250,172.1250,175.4000,199.2000,0.0000,175.5000,175.4000,0.0100,0.0000,2.0000,0.0000,658.2000,,,,,,0.0000,-365.5000,658.2000,3454.2000,0.0000,,,283.7000,,1064.9000,34.7000,,,,,,0.0000,-21.1700,-21.1700,-2.0800,-2.0800,-21.1700,-2.0800,-2.0800,-21.1700,0.0000,0.0000,0.0000,0.0000,,-3.4000,,,,,,,,,,,,,,,,3,,-1414.8550,,-8.2900,,-8.2900,,,4648.7000,,,,,,,,,,,,,,-3622.1000,-365.5000,-365.5000,-365.5000,-365.5000,9252.7000,,4627.7000,9276.4000,,,,0.0000,,,,,361.0000,2273.5000,3200.5000,4076.3000,0.0000,26.0000,340.2000,305.5000,0.0000,13075.3000,7276.8000,7276.8000,3.3000,0.0000,0.0000,0.0000,0.0000,-0.1000,,,,-365.5000,16.4000,,0.0000,,,,,-10.0700,-10.0700,-1.7500,-226.9000,56.8000,-1.7500,,,,,,-324.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,770.1000,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,-10.9200,-0.0600,-0.0600,-16.8000,0.0000,0.0000,0.0000,0.0000,1.3000,-38.8000,,938.3000,938.3000,79.4000,-3246.3000,,-3207.4000,1353.1000,,,,,,,,,86.0000,357.5000,1353.1000,0.0000,5798.5000,,,,,,,,,,,,,,,,,,,,,,,,-73.0000,,86.2000,,5798.5000,1043.3000,0.0000,29.3000,,,23.7000,1020.6000,,0.0000,0.0000,281.9000,,281.9000,91.7000,41.2000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-494.8000,,,,,1069.7000,0.0000,40.8000,0.0000,1296.3000,,,,,,,,,,,,246.7000,898.9000,,714.2000,466.5000,153.710000000000,162.980000000000,135.240000000000
