ticker,title,CIK,SIC,SIC_description
TUYA,Tuya Inc.,1829118,7372,Services-Prepackaged Software
FORA,Forian Inc.,1829280,7374,Services-Computer Processing & Data Preparation
TASK,"TaskUs, Inc.",1829864,7374,Services-Computer Processing & Data Preparation
DCBO,Docebo Inc.,1829959,7372,Services-Prepackaged Software
BMBL,Bumble Inc.,1830043,7370,"Services-Computer Programming, Data Processing, Etc."
RUM,Rumble Inc.,1830081,7370,"Services-Computer Programming, Data Processing, Etc."
GEG,"Great Elm Group, Inc.",1831096,7372,Services-Prepackaged Software
SHLS,"Shoals Technologies Group, Inc.",1831651,3674,Semiconductors & Related Devices
SEMR,"SEMrush Holdings, Inc.",1831840,7372,Services-Prepackaged Software
LUXE,LuxExperience B.V.,1831907,5961,Retail-Catalog & Mail-Order Houses
GUER,"Guerrilla RF, Inc.",1832487,3674,Semiconductors & Related Devices
NABL,"N-able, Inc.",1834488,7372,Services-Prepackaged Software
CPNG,"Coupang, Inc.",1834584,5961,Retail-Catalog & Mail-Order Houses
MRVL,"Marvell Technology, Inc.",1835632,3674,Semiconductors & Related Devices
KVYO,"Klaviyo, Inc.",1835830,7372,Services-Prepackaged Software
GLBE,Global-E Online Ltd.,1835963,7372,Services-Prepackaged Software
SRAD,Sportradar Group AG,1836470,7370,"Services-Computer Programming, Data Processing, Etc."
PL,Planet Labs PBC,1836833,3663,Radio & Tv Broadcasting & Communications Equipment
ZENV,Zenvia Inc.,1836934,7372,Services-Prepackaged Software
BBAI,"BigBear.ai Holdings, Inc.",1836981,7372,Services-Prepackaged Software
SMRT,"SmartRent, Inc.",1837014,7373,Services-Computer Integrated Systems Design
VMEO,"Vimeo, Inc.",1837686,7370,"Services-Computer Programming, Data Processing, Etc."
BNAI,Brand Engagement Network Inc.,1838163,7373,Services-Computer Integrated Systems Design
RGTI,"Rigetti Computing, Inc.",1838359,7371,Services-Computer Programming Services
YMM,Full Truck Alliance Co. Ltd.,1838413,7372,Services-Prepackaged Software
HCTI,"Healthcare Triangle, Inc.",1839285,7373,Services-Computer Integrated Systems Design
VEEA,VEEA INC.,1840317,7373,Services-Computer Integrated Systems Design
SSM,Sono Group N.V.,1840416,3674,Semiconductors & Related Devices
TBLA,Taboola.com Ltd.,1840502,7370,"Services-Computer Programming, Data Processing, Etc."
SOPH,SOPHiA GENETICS SA,1840706,7374,Services-Computer Processing & Data Preparation
SOUN,"SOUNDHOUND AI, INC.",1840856,7372,Services-Prepackaged Software
HOLO,MicroCloud Hologram Inc.,1841209,7370,"Services-Computer Programming, Data Processing, Etc."
GROV,"Grove Collaborative Holdings, Inc.",1841761,5961,Retail-Catalog & Mail-Order Houses
INDI,"indie Semiconductor, Inc.",1841925,3674,Semiconductors & Related Devices
AISP,"Airship AI Holdings, Inc.",1842566,7372,Services-Prepackaged Software
IAS,INTEGRAL AD SCIENCE HOLDING CORP.,1842718,7370,"Services-Computer Programming, Data Processing, Etc."
SMWB,SIMILARWEB LTD.,1842731,7370,"Services-Computer Programming, Data Processing, Etc."
BZ,Kanzhun Ltd,1842827,7370,"Services-Computer Programming, Data Processing, Etc."
MNDY,monday.com Ltd.,1845338,7372,Services-Prepackaged Software
NPWR,NET Power Inc.,1845437,3620,Electrical Industrial Apparatus
NXDR,"Nextdoor Holdings, Inc.",1846069,7370,"Services-Computer Programming, Data Processing, Etc."
GNS,Genius Group Ltd,1847806,7372,Services-Prepackaged Software
GDLG,Glidelogic Corp.,1848672,7371,Services-Computer Programming Services
GDEV,GDEV Inc.,1848739,7371,Services-Computer Programming Services
NEXN,Nexxen International Ltd.,1849396,7370,"Services-Computer Programming, Data Processing, Etc."
DJT,Trump Media & Technology Group Corp.,1849635,7370,"Services-Computer Programming, Data Processing, Etc."
HEPS,D-MARKET Electronic Services & Trading,1850235,5961,Retail-Catalog & Mail-Order Houses
ZETA,Zeta Global Holdings Corp.,1851003,7372,Services-Prepackaged Software
GCTS,"GCT Semiconductor Holding, Inc.",1851961,3674,Semiconductors & Related Devices
KDK,"Kodiak AI, Inc.",1853138,7373,Services-Computer Integrated Systems Design
EVCM,EverCommerce Inc.,1853145,7372,Services-Prepackaged Software
HMELF,Hold Me Ltd,1853630,7372,Services-Prepackaged Software
TZUP,THUMZUP MEDIA Corp,1853825,7374,Services-Computer Processing & Data Preparation
VRAR,"Glimpse Group, Inc.",1854445,7371,Services-Computer Programming Services
BRQL,BrooQLy Inc.,1854526,7374,Services-Computer Processing & Data Preparation
DDL,Dingdong (Cayman) Ltd,1854545,5961,Retail-Catalog & Mail-Order Houses
CLBT,Cellebrite DI Ltd.,1854587,7372,Services-Prepackaged Software
TYGO,"TIGO ENERGY, INC.",1855447,3674,Semiconductors & Related Devices
MOBX,"MOBIX LABS, INC",1855467,3674,Semiconductors & Related Devices
BLND,"Blend Labs, Inc.",1855747,7370,"Services-Computer Programming, Data Processing, Etc."
YOU,"Clear Secure, Inc.",1856314,7372,Services-Prepackaged Software
GCT,GigaCloud Technology Inc,1857816,5961,Retail-Catalog & Mail-Order Houses
GDST,Goldenstone Acquisition Ltd.,1858007,3620,Electrical Industrial Apparatus
ARQQ,Arqit Quantum Inc.,1859690,7372,Services-Prepackaged Software
ILLMF,illumin Holdings Inc.,1861233,7374,Services-Computer Processing & Data Preparation
DH,Definitive Healthcare Corp.,1861795,7372,Services-Prepackaged Software
ARBE,Arbe Robotics Ltd.,1861841,7373,Services-Computer Integrated Systems Design
ECX,ECARX Holdings Inc.,1861974,7373,Services-Computer Integrated Systems Design
VLN,Valens Semiconductor Ltd.,1863006,3674,Semiconductors & Related Devices
AKA,A.K.A. BRANDS HOLDING CORP.,1865107,5961,Retail-Catalog & Mail-Order Houses
ALSAF,Alpha Star Acquisition Corp,1865111,7372,Services-Prepackaged Software
CWAN,"Clearwater Analytics Holdings, Inc.",1866368,7372,Services-Prepackaged Software
CCSI,"Consensus Cloud Solutions, Inc.",1866633,7372,Services-Prepackaged Software
AMPL,"Amplitude, Inc.",1866692,7372,Services-Prepackaged Software
KD,"Kyndryl Holdings, Inc.",1867072,7373,Services-Computer Integrated Systems Design
WRD,WeRide Inc.,1867729,7373,Services-Computer Integrated Systems Design
BRAG,Bragg Gaming Group Inc.,1867834,7377,Services-Computer Rental & Leasing
PMEDF,Predictmedix Inc.,1868079,7372,Services-Prepackaged Software
YIBO,Planet Image International Ltd,1868395,3577,"Computer Peripheral Equipment, NEC"
CYCU,"Cycurion, Inc.",1868419,7371,Services-Computer Programming Services
INFA,Informatica Inc.,1868778,7372,Services-Prepackaged Software
CINT,CI&T Inc,1868995,7371,Services-Computer Programming Services
BZAI,"Blaize Holdings, Inc.",1871638,3674,Semiconductors & Related Devices
YXT,YXT.COM GROUP HOLDING Ltd,1872090,7372,Services-Prepackaged Software
NA,Nano Labs Ltd,1872302,3674,Semiconductors & Related Devices
MTEK,Maris Tech Ltd.,1872964,3669,"Communications Equipment, NEC"
RYET,Ruanyun Edai Technology Inc.,1873454,7372,Services-Prepackaged Software
BBLR,Bubblr Inc.,1873722,7370,"Services-Computer Programming, Data Processing, Etc."
CYN,Cyngn Inc.,1874097,7371,Services-Computer Programming Services
SATL,Satellogic Inc.,1874315,3663,Radio & Tv Broadcasting & Communications Equipment
HOUR,"Hour Loop, Inc",1874875,5961,Retail-Catalog & Mail-Order Houses
CSLMF,CSLM ACQUISITION CORP.,1875493,7373,Services-Computer Integrated Systems Design
LCFY,Locafy Ltd,1875547,7370,"Services-Computer Programming, Data Processing, Etc."
CBDW,1606 CORP.,1877461,7372,Services-Prepackaged Software
VRSSF,Verses AI Inc.,1879001,7370,"Services-Computer Programming, Data Processing, Etc."
GTIJF,GRAPHJET TECHNOLOGY,1879373,3620,Electrical Industrial Apparatus
AMZE,"AMAZE HOLDINGS, INC.",1880343,5961,Retail-Catalog & Mail-Order Houses
VHAI,Vocodia Holdings Corp,1880431,7371,Services-Computer Programming Services
KWIK,"KwikClick, Inc.",1884164,7374,Services-Computer Processing & Data Preparation
TFLM,Tofla Megaline Inc.,1885849,7372,Services-Prepackaged Software
SNAL,"Snail, Inc.",1886894,7372,Services-Prepackaged Software
WLDS,Wearable Devices Ltd.,1887673,3576,Computer Communications Equipment
FMTOF,Femto Technologies Inc.,1888151,7372,Services-Prepackaged Software
UBXG,U-BX Technology Ltd.,1888525,7370,"Services-Computer Programming, Data Processing, Etc."
DFSC,DEFSEC Technologies Inc.,1889823,7372,Services-Prepackaged Software
OS,"OneStream, Inc.",1889956,7372,Services-Prepackaged Software
HTCR,"HeartCore Enterprises, Inc.",1892322,7374,Services-Computer Processing & Data Preparation
SVRE,SaverOne 2014 Ltd.,1894693,7371,Services-Computer Programming Services
ICG,Intchains Group Ltd,1895597,3674,Semiconductors & Related Devices
GXAI,GAXOS.AI INC.,1895618,7372,Services-Prepackaged Software
SGN,"Signing Day Sports, Inc.",1898474,7374,Services-Computer Processing & Data Preparation
BMR,Beamr Imaging Ltd.,1899005,7372,Services-Prepackaged Software
PERF,Perfect Corp.,1899830,7372,Services-Prepackaged Software
NYAX,Nayax Ltd.,1901279,7372,Services-Prepackaged Software
MPTI,"M-tron Industries, Inc.",1902314,3679,"Electronic Components, NEC"
NCNO,"nCino, Inc.",1902733,7372,Services-Prepackaged Software
GRRR,Gorilla Technology Group Inc.,1903145,7372,Services-Prepackaged Software
HUBC,Hub Cyber Security Ltd.,1905660,3576,Computer Communications Equipment
QBTS,D-Wave Quantum Inc.,1907982,7374,Services-Computer Processing & Data Preparation
GLE,Global Engine Group Holding Ltd,1908705,7374,Services-Computer Processing & Data Preparation
KHOB,KHEOBA CORP.,1909770,7371,Services-Computer Programming Services
MBLY,Mobileye Global Inc.,1910139,7372,Services-Prepackaged Software
GITS,"Global Interactive Technologies, Inc.",1911545,7370,"Services-Computer Programming, Data Processing, Etc."
RPGL,Republic Power Group Ltd,1912884,7372,Services-Prepackaged Software
GMM,Global Mofy AI Ltd,1913749,7370,"Services-Computer Programming, Data Processing, Etc."
SFWJ,"Software Effective Solutions, Corp.",1919847,7371,Services-Computer Programming Services
RZLV,REZOLVE AI PLC,1920294,7370,"Services-Computer Programming, Data Processing, Etc."
RLNDF,RoyaLand Co Ltd.,1924064,7372,Services-Prepackaged Software
NTCL,NetClass Technology Inc,1927578,7372,Services-Prepackaged Software
ARBB,ARB IOT Group Ltd,1930179,7373,Services-Computer Integrated Systems Design
ALRTF,ALR Technologies SG Ltd.,1930419,3669,"Communications Equipment, NEC"
NTCS,Natics Corp.,1933359,7374,Services-Computer Processing & Data Preparation
AIXI,Xiao-I Corp,1935172,7372,Services-Prepackaged Software
PODC,"PodcastOne, Inc.",1940177,7370,"Services-Computer Programming, Data Processing, Etc."
MFI,mF International Ltd,1940941,7371,Services-Computer Programming Services
TANAF,Tian'an Technology Group Ltd,1941189,3621,Motors & Generators
SVCO,"Silvaco Group, Inc.",1943289,7372,Services-Prepackaged Software
RBRK,"Rubrik, Inc.",1943896,7372,Services-Prepackaged Software
ELWS,"Earlyworks Co., Ltd.",1944399,7371,Services-Computer Programming Services
TKMO,"Tekumo, Inc.",1946585,7372,Services-Prepackaged Software
LAES,SEALSQ Corp,1951222,3674,Semiconductors & Related Devices
LGCL,Lucas GC Ltd,1954694,7370,"Services-Computer Programming, Data Processing, Etc."
UMAC,"Unusual Machines, Inc.",1956955,3663,Radio & Tv Broadcasting & Communications Equipment
YAAS,Youxin Technology Ltd,1964946,7372,Services-Prepackaged Software
NVNI,Nvni Group Ltd,1965143,7372,Services-Prepackaged Software
LZMH,LZ Technology Holdings Ltd,1967397,7371,Services-Computer Programming Services
ATGL,Alpha Technology Group Ltd,1967621,7371,Services-Computer Programming Services
PONY,Pony AI Inc.,1969302,7373,Services-Computer Integrated Systems Design
LGCB,Linkage Global Inc,1969401,5961,Retail-Catalog & Mail-Order Houses
RMXI,"RMX INDUSTRIES, INC.",1970743,7370,"Services-Computer Programming, Data Processing, Etc."
ABXXF,Abaxx Technologies Inc.,1971975,7372,Services-Prepackaged Software
LNKS,Linkers Industries Ltd,1972074,3670,Electronic Components & Accessories
ARM,ARM HOLDINGS PLC /UK,1973239,3674,Semiconductors & Related Devices
NATL,NCR Atleos Corp,1974138,3578,Calculating & Accounting Machines (No Electronic Computers)
NXNT,"Nexscient, Inc.",1976663,7372,Services-Prepackaged Software
MNDR,Mobile-health Network Solutions,1976695,7372,Services-Prepackaged Software
YQAI,"YOUNEEQAI TECHNICAL SERVICES, INC.",1976923,7371,Services-Computer Programming Services
ALXY,MADE IN USA INC.,1977837,7374,Services-Computer Processing & Data Preparation
ORKT,ORANGEKLOUD TECHNOLOGY INC.,1979407,7372,Services-Prepackaged Software
IMAA,IMA Tech,1980295,7372,Services-Prepackaged Software
LDTCF,LeddarTech Holdings Inc.,1981462,7372,Services-Prepackaged Software
SBET,"SharpLink Gaming, Inc.",1981535,7372,Services-Prepackaged Software
BLIV,BeLive Holdings,1982448,7373,Services-Computer Integrated Systems Design
KNRX,KNOREX LTD.,1982960,7370,"Services-Computer Programming, Data Processing, Etc."
RMSG,Real Messenger Corp,1983324,7370,"Services-Computer Programming, Data Processing, Etc."
GOAI,Eva Live Inc,1983736,7370,"Services-Computer Programming, Data Processing, Etc."
LDXC,Londax Corp.,1985554,7371,Services-Computer Programming Services
GAFC,Guru App Factory Corp,1989788,7371,Services-Computer Programming Services
WCT,Wellchange Holdings Co Ltd,1990251,7372,Services-Prepackaged Software
WAY,Waystar Holding Corp.,1990354,7373,Services-Computer Integrated Systems Design
SELX,Semilux International Ltd.,1990950,3674,Semiconductors & Related Devices
YMT,Yimutian Inc.,1991605,7374,Services-Computer Processing & Data Preparation
ZDAN,Zerolimit Technology Holding Co. Ltd.,1992092,7372,Services-Prepackaged Software
TE,T1 Energy Inc.,1992243,3674,Semiconductors & Related Devices
MASK,3 E Network Technology Group Ltd,1993097,7371,Services-Computer Programming Services
FATN,Fatpipe Inc/UT,1993400,7372,Services-Prepackaged Software
SNT,Senstar Technologies Corp,1993727,3669,"Communications Equipment, NEC"
HNIT,Huineng Technology Corp,1994373,7374,Services-Computer Processing & Data Preparation
ZENA,"ZenaTech, Inc.",1997403,7372,Services-Prepackaged Software
PRGY,IGTA Merger Sub Ltd,1997698,7370,"Services-Computer Programming, Data Processing, Etc."
GMHS,Gamehaus Holdings Inc.,2000530,7374,Services-Computer Processing & Data Preparation
GMTH,GMTech Inc.,2000762,7371,Services-Computer Programming Services
HPAI,Helport AI Ltd,2001699,7372,Services-Prepackaged Software
GCL,GCL Global Holdings Ltd,2002045,7372,Services-Prepackaged Software
LHSW,Lianhe Sowell International Group Ltd,2004024,7372,Services-Prepackaged Software
CCIX,Churchill Capital Corp IX/Cayman,2006291,7373,Services-Computer Integrated Systems Design
LAWR,"Robot Consulting Co., Ltd.",2007599,7370,"Services-Computer Programming, Data Processing, Etc."
CCCX,Churchill Capital Corp X/Cayman,2007825,7374,Services-Computer Processing & Data Preparation
DGNX,Diginex Ltd,2010499,7374,Services-Computer Processing & Data Preparation
FVN,Future Vision II Acquisition Corp.,2010653,7373,Services-Computer Integrated Systems Design
FOXX,Foxx Development Holdings Inc.,2013807,3576,Computer Communications Equipment
GVSE,Gameverse Interactive Corp,2017541,7372,Services-Prepackaged Software
SNDK,Sandisk Corp,2023554,3572,Computer Storage Devices
TGHL,GrowHub Ltd,2024114,7374,Services-Computer Processing & Data Preparation
OWLS,OBOOK HOLDINGS INC.,2025416,7372,Services-Prepackaged Software
ATHR,"Aether Holdings, Inc.",2026353,7372,Services-Prepackaged Software
BACQ,INFLECTION POINT ACQUISITION CORP. IV,2028707,7373,Services-Computer Integrated Systems Design
SAGT,SAGTEC GLOBAL Ltd,2029138,7372,Services-Prepackaged Software
SAIL,"SailPoint, Inc.",2030781,7372,Services-Prepackaged Software
MGRT,Mega Fortune Co Ltd,2033377,7371,Services-Computer Programming Services
FUSE,Fusemachines Inc.,2033383,7373,Services-Computer Integrated Systems Design
DAIC,"CID Holdco, Inc.",2033770,7373,Services-Computer Integrated Systems Design
BTTC,Black Titan Corp,2034400,7371,Services-Computer Programming Services
GIBO,GIBO HOLDINGS Ltd,2034520,7372,Services-Prepackaged Software
VWAV,"VisionWave Holdings, Inc.",2038439,7372,Services-Prepackaged Software
CHOW,ChowChow Cloud International Holdings Ltd,2041829,7372,Services-Prepackaged Software
CTW,CTW Cayman,2047148,7374,Services-Computer Processing & Data Preparation
TCGL,TechCreate Group Ltd.,2047190,7374,Services-Computer Processing & Data Preparation
BAO,BAO Holding Ltd.,2049184,7370,"Services-Computer Programming, Data Processing, Etc."
SUWA,Sharewow Ltd,2051146,7374,Services-Computer Processing & Data Preparation
PLTS,Platinum Analytics Cayman Ltd,2053033,7372,Services-Prepackaged Software
NIQ,NIQ Global Intelligence plc,2054696,7370,"Services-Computer Programming, Data Processing, Etc."
DBIM,Dbim Holdings Ltd,2057757,7370,"Services-Computer Programming, Data Processing, Etc."
ECST,ECST Holdings Ltd,2058007,7372,Services-Prepackaged Software
DKI,DarkIris Inc.,2058584,7372,Services-Prepackaged Software
Q,"Qnity Electronics, Inc.",2058873,3674,Semiconductors & Related Devices
NTSK,Netskope Inc,2063196,7372,Services-Prepackaged Software
LOGC,ContextLogic Holdings Inc.,2064307,5961,Retail-Catalog & Mail-Order Houses
GBH,Gigabit Inc.,2066522,7370,"Services-Computer Programming, Data Processing, Etc."
GDNT,Guident Corp.,2066926,7372,Services-Prepackaged Software
ALD,"Altech Digital Co., Ltd.",2067715,7371,Services-Computer Programming Services
GLOO,"Gloo Holdings, Inc.",2069785,7374,Services-Computer Processing & Data Preparation
KLK,Klook Technology Ltd,2071502,7372,Services-Prepackaged Software
EVON,EvoNexus Group LTD,2075036,7370,"Services-Computer Programming, Data Processing, Etc."
BRAI,Braiin Ltd,2076975,7374,Services-Computer Processing & Data Preparation
ZSSK,ZHONGSHANG TECHNOLOGY INC,2080711,7372,Services-Prepackaged Software
XYJG,XYJ TECHNOLOGY Corp,2084388,7374,Services-Computer Processing & Data Preparation
